Player,Rating,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90.1,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %"
C. Cappis,65,Brøndby,Brøndby,"LCMF, RCMF",23,1300000,2025-06-30,27,1177,4,1.75,0,0.76,26.23,48.69,United States,United States,left,185,72,no,10.78,11.16,60.96,3.36,27.27,0.61,0.77,0.46,3.36,4.22,1.07,2,0.15,0,0.0,2.83,0.31,4,0.31,0.13,0,0.0,20,1.53,45.0,20.0,0.0,0.99,38.46,0.54,42.86,0.46,33.33,0.23,2.37,64.52,7.72,42.57,1.45,1.22,0.15,24.47,0.46,0.99,37.7,80.53,14.38,69.15,6.42,94.05,11.01,84.72,33.57,84.05,3.21,54.76,17.93,25.28,0.06,0.69,0.0,0.08,0.54,42.86,0.15,6.27,76.83,1.84,54.17,0.54,28.57,0.99,0.38,7.19,75.53,0,,0,,0,0.0,0.0,0.0,,,0.23,,,0.15,0.0,0.0,0.31,0,0
J. King,65,OB,OB,LB,21,500000,2025-06-30,11,991,0,0.23,1,1.12,13.62,52.0,Australia,Australia,left,180,68,no,8.17,5.9,56.92,2.18,62.5,0.0,0.0,0.27,4.81,6.57,0.64,1,0.09,0,0.0,1.0,0.0,0,0.0,0.02,0,0.0,6,0.54,0.0,0.0,0.09,1.54,17.65,1.45,12.5,0.09,100.0,0.09,0.91,70.0,3.36,40.54,0.64,1.09,0.09,35.51,1.82,0.36,48.04,82.61,16.62,71.04,5.63,98.39,17.89,86.29,39.96,90.23,6.81,49.33,19.42,35.7,0.1,0.45,0.0,0.0,0.18,50.0,0.27,5.09,58.93,2.27,44.0,0.82,44.44,0.91,0.27,10.81,69.75,0,,0,,0,0.0,0.0,0.0,,,0.27,,,0.09,0.0,0.0,1.91,0,0
B. Nygren,65,Nordsjælland,Nordsjælland,"CF, RAMF",20,1000000,2025-12-31,12,677,1,1.26,0,0.4,16.75,36.51,Sweden,Sweden,left,184,77,no,2.53,4.25,50.0,3.86,27.59,0.0,0.0,0.0,0.4,0.56,1.33,3,0.4,0,0.0,1.33,0.13,1,0.13,0.17,1,0.13,14,1.86,35.71,7.143,0.0,0.66,20.0,0.0,0.0,0.66,20.0,0.0,0.8,50.0,5.32,32.5,2.13,1.06,0.13,23.0,1.33,0.93,29.91,85.33,4.52,70.59,10.24,89.61,8.24,88.71,28.32,86.85,0.93,85.71,12.88,11.58,0.05,0.66,0.0,0.0,0.66,20.0,0.27,1.73,84.62,1.33,60.0,0.4,33.33,0.93,0.13,2.26,58.82,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.27,0.13,0.0,0.66,0,0
D. Anyembe,65,Viborg,Viborg,RB,24,350000,2025-06-30,22,1539,0,0.07,0,2.33,12.4,46.7,Denmark,"Denmark, Kenya",right,189,77,no,7.54,6.32,52.78,1.7,24.14,0.12,0.15,0.0,4.09,5.24,0.35,1,0.06,0,0.0,2.16,0.0,0,0.0,0.0,0,0.0,2,0.12,50.0,0.0,0.0,2.87,53.06,0.06,100.0,2.81,52.08,0.35,0.88,66.67,2.81,45.83,0.53,1.35,0.53,34.85,1.7,0.41,47.72,82.97,17.02,71.82,8.42,97.22,16.49,86.88,39.06,88.77,5.79,58.59,19.77,32.07,0.14,1.11,0.0,0.0,0.18,0.0,0.58,6.49,74.77,2.69,52.17,0.47,12.5,0.29,1.52,10.29,72.73,0,,0,,0,0.0,0.0,0.0,,,1.87,,,0.0,0.0,0.0,0.0,0,0
A. D'Alberto,65,AGF,AGF,"RB, RWB",27,500000,2024-06-30,19,1369,0,0.62,1,0.37,17.03,51.35,Congo DR,"Congo DR, Belgium",right,178,69,no,9.8,7.76,60.17,2.83,46.51,0.0,0.0,0.13,5.13,6.54,0.53,2,0.13,0,0.0,1.64,0.0,0,0.0,0.04,0,0.0,7,0.46,28.57,0.0,0.07,2.3,22.86,0.0,0.0,2.24,23.53,0.26,1.45,59.09,3.42,40.38,0.72,1.31,0.92,23.21,1.64,0.33,36.29,74.46,15.84,68.88,6.44,92.86,9.6,72.6,29.19,82.43,5.06,49.35,19.28,28.31,0.02,0.33,0.0,0.07,0.33,40.0,0.26,6.05,67.39,2.1,34.38,0.46,57.14,0.39,0.66,9.34,70.42,0,,0,,0,0.0,0.0,0.0,,,1.58,,,0.0,0.0,0.0,0.0,0,0
J. Felix,65,Silkeborg,Silkeborg,LCB,24,400000,2024-06-30,20,1517,0,0.18,0,0.0,14.24,62.5,St. Lucia,"St. Lucia, Denmark",left,190,81,no,8.9,5.52,75.27,4.45,53.33,0.0,0.0,0.36,4.75,5.44,0.59,2,0.12,0,0.0,0.3,0.0,0,0.0,0.01,0,0.0,2,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,62.5,1.25,47.62,0.24,0.89,0.06,51.85,0.06,0.24,70.3,90.63,29.55,83.33,2.91,97.96,32.81,96.75,62.95,94.63,7.36,56.45,19.83,33.34,0.0,0.0,0.0,0.06,0.06,0.0,0.0,7.3,73.17,0.24,0.0,0.3,20.0,0.06,0.0,11.57,74.36,0,,0,,0,0.0,0.0,0.0,,,2.2,,,0.0,0.0,0.0,0.0,0,0
R. Gojani,65,Silkeborg,Silkeborg,LCMF,29,400000,2024-06-30,22,1545,0,1.06,3,1.18,17.07,50.17,Sweden,"Sweden, Kosovo",right,174,71,no,9.2,7.22,62.1,0.99,11.76,0.23,0.28,0.29,4.49,5.36,1.17,1,0.06,1,0.06,1.11,0.0,0,0.0,0.06,0,0.0,21,1.22,23.81,0.0,0.17,0.23,25.0,0.23,25.0,0.0,0.0,0.0,1.57,29.63,5.01,44.19,0.82,1.17,0.52,43.22,0.29,0.93,54.82,85.76,17.88,73.29,8.21,93.62,20.39,91.43,48.82,89.5,5.83,56.0,17.91,36.68,0.07,0.7,0.0,0.0,1.11,26.32,0.41,8.97,67.53,2.27,53.85,1.92,27.27,1.28,0.06,8.62,71.62,0,,0,,0,0.0,0.0,0.0,,,0.58,,,0.12,0.0,0.0,1.17,0,0
F. Lauenborg,65,Randers,Randers,"LCMF, RCMF",25,700000,2026-06-30,27,1863,0,1.85,1,1.63,21.16,49.77,Denmark,Denmark,left,181,74,no,11.21,7.78,59.63,6.28,54.62,0.24,0.28,0.43,6.33,7.35,0.82,2,0.1,0,0.0,1.16,0.0,0,0.0,0.09,0,0.0,17,0.82,35.29,0.0,0.05,0.34,42.86,0.24,40.0,0.1,50.0,0.1,1.06,45.45,3.38,24.29,1.06,0.14,0.19,22.42,0.43,0.63,36.14,81.68,11.21,67.67,7.0,95.86,10.63,88.18,33.19,85.15,2.61,42.59,16.73,31.91,0.08,0.68,0.0,0.0,0.34,71.43,0.24,4.4,64.84,0.92,47.37,0.63,53.85,0.43,0.14,4.69,60.82,0,,0,,0,0.0,0.0,0.0,,,0.77,,,0.0,0.0,0.0,0.92,0,0
R. Corlu,65,Lyngby,Brøndby,"RCMF, RW",25,400000,2024-06-30,3,111,0,0.0,0,0.02,27.57,44.12,Denmark,"Denmark, Turkey",left,170,70,no,9.73,11.35,57.14,0.0,0.0,0.81,1.43,0.0,2.43,4.29,2.43,0,0.0,0,0.0,1.62,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.43,0.0,0.0,0.0,2.43,0.0,0.81,4.86,33.33,9.73,25.0,0.81,0.81,0.0,19.46,0.0,0.0,31.62,79.49,6.49,75.0,11.35,100.0,8.92,54.55,24.32,93.33,4.86,50.0,16.56,26.18,0.02,0.81,0.0,0.0,0.0,0.0,0.0,2.43,0.0,2.43,0.0,0.81,0.0,0.0,0.81,1.62,50.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,1.62,0.0,0.0,0.81,0,0
N. Bürgy,65,Viborg,Viborg,RCB,26,400000,2025-06-30,15,1493,2,0.96,0,0.12,12.42,64.08,Switzerland,Switzerland,right,185,80,no,8.44,5.61,70.97,3.98,62.12,0.3,0.38,0.6,4.16,5.21,0.3,2,0.12,0,0.0,0.36,0.12,2,0.12,0.06,0,0.0,4,0.24,50.0,50.0,0.0,0.18,66.67,0.0,0.0,0.18,66.67,0.0,0.18,66.67,0.96,50.0,0.54,1.02,0.06,38.46,0.12,0.3,55.22,87.77,22.18,77.45,3.01,92.0,25.98,95.59,48.1,93.11,6.93,51.3,21.87,36.31,0.01,0.3,0.0,0.0,0.06,0.0,0.0,8.62,69.93,0.72,50.0,0.48,25.0,0.36,0.12,9.95,79.39,0,,0,,0,0.0,0.0,0.0,,,1.93,,,0.0,0.0,0.0,0.0,0,0
O. Lund,65,AGF,AGF,"LB, RB, RWB",31,400000,2023-06-30,26,1714,0,1.01,0,0.3,22.74,53.35,Denmark,Denmark,right,188,79,no,11.29,9.14,59.77,4.41,51.19,0.63,0.79,0.21,5.2,6.48,1.73,6,0.32,0,0.0,1.73,0.0,0,0.0,0.05,0,0.0,15,0.79,6.67,0.0,0.0,2.05,20.51,1.1,19.05,0.95,22.22,0.21,1.84,65.71,4.78,54.95,1.0,1.63,0.74,23.58,1.05,1.52,36.28,73.95,15.12,64.58,5.46,96.15,10.29,73.47,29.88,83.13,4.41,35.71,21.65,33.51,0.02,0.37,0.0,0.0,0.42,12.5,0.16,6.3,59.17,2.21,21.43,0.32,33.33,0.21,0.47,7.67,64.38,0,,0,,0,0.0,0.0,0.0,,,1.47,,,0.0,0.0,0.0,0.0,0,0
A. Calisir,65,Silkeborg,Silkeborg,LCB,32,250000,2023-12-31,17,1457,0,0.06,0,0.36,16.86,53.85,Sweden,"Sweden, Armenia",right,187,76,no,10.01,6.79,60.0,4.45,50.0,0.25,0.32,0.56,5.68,7.26,1.11,6,0.37,0,0.0,0.62,0.0,0,0.0,0.0,0,0.0,1,0.06,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,88.89,2.41,53.85,0.25,0.49,0.06,47.56,0.12,0.62,64.92,89.06,28.11,81.54,2.1,91.18,29.84,95.65,57.82,93.8,7.1,50.43,20.63,36.03,0.02,0.06,0.0,0.0,0.12,50.0,0.0,5.87,68.42,0.12,0.0,0.43,57.14,0.06,0.0,9.33,60.26,0,,0,,0,0.0,0.0,0.0,,,1.3,,,0.0,0.0,0.0,0.0,0,0
J. Skjelvik,65,OB,OB,LB,31,400000,2023-06-30,29,2336,3,0.67,1,2.52,12.71,49.39,Norway,Norway,left,183,77,no,6.63,4.74,61.79,1.54,57.5,0.04,0.05,0.19,3.66,4.68,0.39,1,0.04,0,0.0,2.16,0.12,3,0.12,0.03,0,0.0,15,0.58,53.33,20.0,0.04,2.47,26.56,2.27,22.03,0.19,80.0,0.46,2.08,51.85,3.81,37.37,1.04,1.96,1.04,34.06,1.16,0.27,45.23,79.56,16.37,71.29,5.7,93.24,16.61,83.53,39.11,85.81,3.93,46.08,18.06,32.87,0.1,1.04,0.0,0.0,0.19,60.0,0.31,4.51,63.25,2.23,39.66,0.31,25.0,0.46,0.65,9.48,65.85,0,,0,,0,0.0,0.0,0.0,,,0.58,,,0.58,0.04,100.0,1.77,0,0
L. Coulibaly,64,Nordsjælland,Nordsjælland,"CF, RCMF",19,1000000,,23,1330,0,2.82,3,2.61,25.78,36.75,Denmark,Denmark,,0,0,no,6.36,7.51,54.95,1.89,14.29,0.27,0.39,0.0,1.96,2.83,2.57,4,0.27,1,0.07,2.84,0.0,0,0.0,0.19,0,0.0,17,1.15,41.18,0.0,0.2,1.49,31.82,0.2,0.0,1.29,36.84,0.07,4.2,45.16,11.23,33.13,3.52,1.89,1.35,12.86,1.15,1.08,21.05,84.57,3.99,79.66,5.55,95.12,6.29,80.65,18.88,89.25,0.74,63.64,17.17,9.67,0.18,1.29,0.07,0.0,0.07,0.0,0.95,1.62,79.17,1.56,69.57,0.0,0.0,0.95,0.41,2.1,74.19,0,,0,,0,0.0,0.0,0.0,,,0.27,,,0.0,0.0,0.0,0.0,0,0
Y. Bakiz,64,Viborg,Viborg,"LWF, LW",23,450000,2026-06-30,28,2141,3,3.99,3,2.01,22.15,44.97,Denmark,"Denmark, Morocco",right,171,65,no,6.1,6.18,55.1,1.47,34.29,0.21,0.26,0.13,2.48,3.06,1.39,3,0.13,0,0.0,3.57,0.13,3,0.13,0.17,0,0.0,50,2.1,26.0,6.0,0.13,1.68,40.0,1.05,44.0,0.63,33.33,0.17,4.71,46.43,11.35,45.19,2.31,1.81,0.38,23.71,1.47,2.52,31.4,78.45,7.15,61.76,7.36,89.14,10.47,82.73,27.95,81.65,1.85,63.64,17.78,31.32,0.08,0.59,0.04,0.04,0.76,22.22,0.38,2.94,62.86,2.61,51.61,0.59,21.43,0.84,0.63,4.2,76.0,0,,0,,0,0.0,0.0,0.0,,,0.04,,,0.0,0.0,0.0,0.0,1,0
M. Kvistgaarden,64,Brøndby,Brøndby,CF,20,2000000,2025-06-30,16,820,5,3.31,1,0.99,32.38,40.68,Denmark,Denmark,right,175,68,no,6.26,4.94,71.11,7.68,38.57,0.88,1.14,0.0,1.87,2.42,1.76,1,0.11,0,0.0,4.72,0.55,5,0.55,0.36,2,0.22,29,3.18,37.93,17.241,0.11,1.54,35.71,0.22,50.0,1.21,36.36,0.11,6.04,47.27,14.49,35.61,4.61,2.2,1.1,12.51,1.43,3.29,15.37,70.0,2.96,48.15,4.39,87.5,4.28,66.67,12.95,75.42,0.88,50.0,16.03,13.9,0.11,0.77,0.0,0.0,0.22,50.0,0.44,0.88,37.5,1.32,50.0,0.33,33.33,0.44,0.44,1.65,66.67,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.11,0,0
G. Links,64,AGF,AGF,"RWF, LW, RW",23,600000,2024-06-30,21,1048,1,0.86,1,1.14,23.79,46.21,South Africa,South Africa,left,170,60,no,6.78,7.13,61.45,1.98,13.04,0.0,0.0,0.0,2.4,3.1,1.37,2,0.17,0,0.0,4.29,0.09,1,0.09,0.07,0,0.0,16,1.37,18.75,6.25,0.09,4.38,27.45,1.8,14.29,2.58,36.67,0.94,5.15,53.33,11.25,45.8,2.15,3.09,2.75,17.09,1.46,2.06,30.83,72.14,7.47,73.56,6.78,87.34,9.19,61.68,25.16,81.23,1.37,43.75,16.27,16.52,0.1,1.03,0.17,0.0,0.26,33.33,0.52,2.23,65.38,4.12,45.83,0.6,42.86,1.2,1.29,4.81,76.79,0,,0,,0,0.0,0.0,0.0,,,0.17,,,0.43,0.0,0.0,0.86,0,0
A. Mucolli,64,Vejle,Vejle,"LW, AMF, RCMF",23,400000,2023-06-30,26,2176,5,3.41,1,2.43,28.08,46.83,Denmark,"Denmark, Albania",left,175,70,no,6.91,7.44,61.11,2.27,16.36,0.21,0.25,0.04,2.15,2.61,1.41,7,0.29,1,0.04,4.38,0.21,5,0.21,0.14,0,0.0,43,1.78,37.21,11.628,0.04,2.11,23.53,1.49,25.0,0.58,21.43,0.29,5.21,61.11,14.02,47.79,2.27,2.73,0.79,23.24,1.36,2.44,34.04,82.38,7.65,68.65,7.86,92.63,11.99,84.48,28.79,88.79,3.27,60.76,17.8,33.36,0.1,1.28,0.0,0.04,0.41,10.0,0.41,3.06,70.27,2.23,50.0,0.7,11.76,0.7,0.5,4.14,72.0,0,,0,,0,0.0,0.0,0.0,,,0.08,,,0.7,0.0,0.0,0.58,0,0
D. Kurminowski,64,Zagłębie Lubin,AGF,CF,23,500000,2026-06-30,25,1094,2,3.6,0,0.24,22.95,28.32,Poland,Poland,right,182,74,yes,3.46,3.54,51.16,6.91,23.81,0.25,0.31,0.08,1.4,1.78,1.73,0,0.0,0,0.0,1.56,0.16,2,0.16,0.3,0,0.0,24,1.97,50.0,8.333,0.0,0.16,50.0,0.08,100.0,0.08,0.0,0.08,1.23,33.33,5.92,18.06,3.46,0.16,0.58,8.8,2.14,0.41,10.94,75.19,2.71,60.61,2.63,90.63,2.39,79.31,10.69,75.38,0.08,100.0,11.4,0.93,0.02,0.58,0.0,0.0,0.25,33.33,0.0,1.07,69.23,0.41,80.0,0.16,50.0,0.41,0.08,0.74,66.67,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0
M. Frese,64,Nordsjælland,Nordsjælland,"LB, LWB",24,800000,2024-06-30,30,2163,1,3.06,2,3.96,15.19,53.42,Denmark,Denmark,left,179,75,no,8.57,5.53,60.9,4.2,47.52,0.17,0.22,0.12,5.03,6.55,1.41,5,0.21,0,0.0,2.75,0.04,1,0.04,0.13,0,0.0,30,1.25,36.67,3.333,0.08,3.91,45.74,3.58,43.02,0.33,75.0,0.5,0.79,57.89,2.54,50.82,2.54,2.08,0.87,33.25,3.2,1.08,44.56,76.1,15.89,64.66,8.2,91.37,13.69,81.16,36.49,83.69,4.58,40.91,19.65,35.67,0.16,1.54,0.04,0.0,0.29,14.29,0.54,5.33,63.28,3.54,50.59,0.54,15.38,0.58,1.41,9.4,65.49,0,,0,,0,0.0,0.0,0.0,,,0.58,,,0.79,0.29,42.86,2.66,0,0
M. Egho,64,Randers,Randers,CF,28,400000,2024-06-30,10,562,1,1.34,0,0.02,34.91,36.7,Austria,Austria,right,187,80,no,4.64,2.4,46.67,17.14,46.73,0.8,1.02,0.16,2.72,3.47,1.92,1,0.16,0,0.0,1.12,0.16,1,0.16,0.21,0,0.0,6,0.96,50.0,16.667,0.0,0.32,50.0,0.32,50.0,0.0,0.0,0.0,1.44,33.33,7.21,17.78,2.72,0.32,0.0,6.25,1.28,0.96,10.09,73.02,3.84,54.17,2.24,92.86,1.6,80.0,9.13,77.19,0.64,25.0,12.1,6.61,0.0,0.32,0.0,0.16,0.0,0.0,0.0,0.48,33.33,0.48,66.67,0.0,0.0,0.16,0.16,0.96,33.33,0,,0,,0,0.0,0.0,0.0,,,0.16,,,0.0,0.0,0.0,0.0,0,0
T. Mikkelsen,64,Brøndby,Brøndby,GK,38,50000,2023-06-30,3,296,0,0.0,0,0.0,0.0,0.0,Denmark,Denmark,right,190,83,no,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.97,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.68,0.91,0.0,19.16,79.37,9.73,68.75,0.0,0.0,7.91,92.31,9.73,90.63,9.43,67.74,33.53,48.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,50.0,0.0,0.0,0.91,66.67,0.0,0.0,7.91,57.69,3,0.91,11,3.34,1,72.73,3.38,1.03,0.38,0.116,0.0,0.61,0.0,,,,0.0,0,0
K. Larsen,64,OB,OB,RCB,29,400000,2024-06-30,22,2059,0,0.34,0,0.05,11.23,59.53,Denmark,Denmark,right,190,88,no,6.43,3.23,67.57,5.03,57.39,0.17,0.23,0.92,4.07,5.38,0.48,4,0.17,0,0.0,0.22,0.0,0,0.0,0.01,0,0.0,2,0.09,0.0,0.0,0.0,0.04,100.0,0.0,0.0,0.04,100.0,0.0,0.26,66.67,0.79,66.67,0.35,0.26,0.09,32.26,0.09,0.31,46.03,86.32,20.15,77.01,1.84,95.24,20.02,95.85,38.64,92.42,7.34,54.17,21.87,40.28,0.0,0.04,0.09,0.0,0.04,0.0,0.0,6.12,62.14,0.57,38.46,0.87,35.0,0.22,0.04,8.39,72.92,0,,0,,0,0.0,0.0,0.0,,,1.49,,,0.0,0.0,0.0,0.0,0,0
M. Andersen,64,Viborg,Viborg,GK,33,200000,2023-06-30,6,586,0,0.0,0,0.0,0.61,50.0,Denmark,Denmark,right,195,80,no,1.38,0.0,0.0,0.31,100.0,0.0,0.0,0.0,1.38,1.65,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,9.06,0.15,0.0,12.9,84.52,8.14,79.25,0.0,0.0,4.3,92.86,7.99,96.15,4.91,65.63,30.18,47.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,33.33,0.0,0.0,0.0,0.0,0.0,0.0,3.99,80.77,9,1.38,34,5.22,0,73.53,9.19,1.41,0.19,0.029,0.0,1.08,0.31,,,,0.0,0,0
M. Ivančević,63,OB,OB,"LCB, CB, RCB",23,450000,2025-06-30,8,702,0,0.24,0,0.12,13.85,74.07,Serbia,Serbia,right,187,80,no,8.85,4.49,77.14,5.0,64.1,0.0,0.0,0.51,5.38,7.37,0.77,2,0.26,0,0.0,0.9,0.0,0,0.0,0.03,0,0.0,1,0.13,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.13,0.0,0.0,0.9,100.0,1.67,84.62,0.51,0.26,0.13,41.92,0.51,1.03,56.54,90.25,19.49,78.29,2.31,94.44,31.79,96.37,51.54,94.78,4.87,44.74,22.14,41.48,0.02,0.13,0.0,0.0,0.13,0.0,0.0,4.62,50.0,0.26,0.0,0.26,0.0,0.13,0.0,6.41,64.0,0,,0,,0,0.0,0.0,0.0,,,1.28,,,0.0,0.0,0.0,0.0,0,0
V. Lind,63,Midtjylland,Midtjylland,"CF, LWF",19,1000000,2026-12-31,20,598,3,2.18,0,0.19,23.63,37.58,Denmark,Denmark,right,0,0,no,7.07,8.43,58.93,4.52,33.33,0.0,0.0,0.45,2.11,3.31,1.96,1,0.15,0,0.0,2.41,0.45,3,0.45,0.33,0,0.0,16,2.41,56.25,18.75,0.0,0.15,100.0,0.0,0.0,0.15,100.0,0.0,1.35,44.44,4.82,15.63,3.61,0.9,0.15,15.5,1.96,0.3,18.66,68.55,4.06,44.44,4.52,83.33,4.97,81.82,17.76,70.34,0.75,20.0,17.22,7.58,0.03,0.75,0.0,0.0,0.45,66.67,0.0,1.66,27.27,0.3,50.0,0.6,50.0,0.45,0.15,2.56,41.18,0,,0,,0,0.0,0.0,0.0,,,0.3,,,0.0,0.0,0.0,0.0,0,0
A. Nagalo,63,Nordsjælland,Nordsjælland,"LCB, RCB",19,1000000,,27,2192,1,1.04,1,0.37,14.37,54.57,Côte d'Ivoire,Côte d'Ivoire,right,185,75,no,7.55,4.43,62.96,4.11,50.0,0.29,0.37,0.41,4.48,5.78,1.15,4,0.16,1,0.04,1.48,0.04,1,0.04,0.04,1,0.04,9,0.37,22.22,11.111,0.04,0.12,0.0,0.08,0.0,0.04,0.0,0.0,1.68,78.05,3.2,56.41,0.7,1.77,0.21,44.38,0.29,0.53,60.89,89.75,23.49,80.59,3.33,97.53,27.71,96.74,55.55,93.57,5.21,51.18,20.05,41.52,0.02,0.16,0.0,0.0,0.21,40.0,0.08,7.1,64.16,1.03,28.0,0.37,22.22,0.21,0.0,7.68,71.12,0,,0,,0,0.0,0.0,0.0,,,1.89,,,0.0,0.0,0.0,0.0,0,0
K. Høgh,63,AaB,AaB,"CF, LWF",21,200000,2026-06-30,16,712,3,2.82,0,0.15,27.81,34.09,Denmark,Denmark,right,186,61,no,3.92,4.04,53.13,9.35,40.54,0.51,0.66,0.13,1.26,1.64,1.77,2,0.25,0,0.0,1.39,0.38,3,0.38,0.36,1,0.13,18,2.28,33.33,16.667,0.0,0.51,0.0,0.0,0.0,0.51,0.0,0.0,0.88,57.14,7.08,23.21,2.78,0.25,0.25,8.34,2.78,0.76,13.65,70.37,3.41,59.26,4.42,80.0,3.29,69.23,12.77,73.27,0.51,50.0,12.57,8.87,0.02,0.63,0.0,0.0,0.13,100.0,0.0,1.14,44.44,0.51,50.0,0.25,50.0,0.38,0.0,0.88,42.86,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.13,0,0
H. Andersson,63,Randers,Randers,"LCB, RCB",23,350000,2025-06-30,9,454,0,0.17,0,0.0,20.42,60.19,Sweden,Sweden,right,196,86,no,9.32,6.74,58.82,7.33,59.46,0.2,0.24,0.59,5.15,6.14,1.39,4,0.79,0,0.0,0.2,0.0,0,0.0,0.03,0,0.0,1,0.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.99,40.0,0.79,0.0,0.0,14.47,0.0,0.99,26.76,82.22,10.9,63.64,1.59,100.0,11.3,98.25,23.99,89.26,2.78,21.43,17.64,18.98,0.0,0.0,0.0,0.0,0.2,0.0,0.0,2.38,66.67,0.2,0.0,0.0,0.0,0.0,0.0,3.77,36.84,0,,0,,0,0.0,0.0,0.0,,,1.59,,,0.0,0.0,0.0,0.0,0,0
